name,ticker,country,benchmark_index,ISO_alpha3_codes
Chang Chun Eurasia Group Co Ltd,600697.SS,CHINA,Shanghai Composite,CHN
"Changbai Mountain Tourism Co.,Ltd",603099.SS,CHINA,Shanghai Composite,CHN
"Changchun FAWAY Automobile Components Co., Ltd",600742.SS,CHINA,Shanghai Composite,CHN
Changchun Gas Co Ltd,600333.SS,CHINA,Shanghai Composite,CHN
Changchun Jingkai (Group) Co Ltd,600215.SS,CHINA,Shanghai Composite,CHN
Changchun Sinoenergy Corporation,600856.SS,CHINA,Shanghai Composite,CHN
Changchun Yidong Clutch Co Ltd,600148.SS,CHINA,Shanghai Composite,CHN
"Changjiang & Jinggong Steel Building (Group) Co.,Ltd",600496.SS,CHINA,Shanghai Composite,CHN
"Changjiang Publishing & Media Co.,Ltd",600757.SS,CHINA,Shanghai Composite,CHN
"Changshu Automotive Trim Co., Ltd.",603035.SS,CHINA,Shanghai Composite,CHN
Changshu Fengfan Power Equipment Co Ltd,601700.SS,CHINA,Shanghai Composite,CHN
Changyuan Group Ltd.,600525.SS,CHINA,Shanghai Composite,CHN
"Changzheng Engineering Co., LTD",603698.SS,CHINA,Shanghai Composite,CHN
"Changzhou Langbo Seal Polytron Technologies Co., Ltd.",603655.SS,CHINA,Shanghai Composite,CHN
Changzhou Shenli Electrical Machine Incorporated Company,603819.SS,CHINA,Shanghai Composite,CHN
"Changzhou Tenglong Auto Parts Co.,Ltd.",603158.SS,CHINA,Shanghai Composite,CHN
Changzhou Xingyu Automotive Lighting Systems Co Ltd,601799.SS,CHINA,Shanghai Composite,CHN
Chengdu B-ray Media Co Ltd,600880.SS,CHINA,Shanghai Composite,CHN
"Chengdu Gas Group Co.,Ltd.",603053.SS,CHINA,Shanghai Composite,CHN
"CHENGDU HAONENG TECHNOLOGY CO., LTD.",603809.SS,CHINA,Shanghai Composite,CHN
Chengdu Xuguang Electronics Co Ltd,600353.SS,CHINA,Shanghai Composite,CHN
"Chengtun Mining Group Co., Ltd",600711.SS,CHINA,Shanghai Composite,CHN
"Chifeng Jilong Gold Mining Co.,Ltd.",600988.SS,CHINA,Shanghai Composite,CHN
"Chimin Health Management Co., Ltd.",603222.SS,CHINA,Shanghai Composite,CHN
"China Aerospace Times Electronics Co.,Ltd.",600879.SS,CHINA,Shanghai Composite,CHN
China Aluminum International Engineering Corporation Limited,601068.SS,CHINA,Shanghai Composite,CHN
China Animal Husbandry Industry Co Ltd,600195.SS,CHINA,Shanghai Composite,CHN
"China Automotive Engineering Research Institute Co., Ltd.",601965.SS,CHINA,Shanghai Composite,CHN
"CHINA AVIONICS SYSTEMS CO.,LTD.",600372.SS,CHINA,Shanghai Composite,CHN
"China Bester Group Telecom CO.,LTD.",603220.SS,CHINA,Shanghai Composite,CHN
"China Building Material Test & Certification Group Co.,Ltd.",603060.SS,CHINA,Shanghai Composite,CHN
China Citic Bank Corporation Limited,601998.SS,CHINA,Shanghai Composite,CHN
China Coal Energy Co Ltd,601898.SS,CHINA,Shanghai Composite,CHN
China Communications Construction Company Limited,601800.SS,CHINA,Shanghai Composite,CHN
China Construction Bank,601939.SS,CHINA,Shanghai Composite,CHN
China CSSC Holdings Limited,600150.SS,CHINA,Shanghai Composite,CHN
China CYTS Tours Holding Co Ltd,600138.SS,CHINA,Shanghai Composite,CHN
"China DesignGroupCo.,Ltd",603018.SS,CHINA,Shanghai Composite,CHN
China Eastern Airlines Corp Ltd,600115.SS,CHINA,Shanghai Composite,CHN
China Enterprise Co Ltd,600675.SS,CHINA,Shanghai Composite,CHN
China Everbright Bank Co Ltd,601818.SS,CHINA,Shanghai Composite,CHN
"CHINA FILM CO., LTD.",600977.SS,CHINA,Shanghai Composite,CHN
China First Heavy Industries Co Ltd,601106.SS,CHINA,Shanghai Composite,CHN
"China Fortune Land Development Co., Ltd.",600340.SS,CHINA,Shanghai Composite,CHN
"China Galaxy Securities Co., Ltd.",601881.SS,CHINA,Shanghai Composite,CHN
China Gezhouba Group Co Ltd,600068.SS,CHINA,Shanghai Composite,CHN
ARC Resources Ltd.,ARX.TO,CANADA,S&P/TSX,CAN
ATS Automation Tooling Systems Inc.,ATA.TO,CANADA,S&P/TSX,CAN
Aecon Group Inc.,ARE.TO,CANADA,S&P/TSX,CAN
Ag Growth International Inc.,AFN.TO,CANADA,S&P/TSX,CAN
Agnico Eagle Mines Limited,AEM.TO,CANADA,S&P/TSX,CAN
Air Canada Voting and Variable Voting Shares,AC.TO,CANADA,S&P/TSX,CAN
Alacer Gold Corp.,ASR.TO,CANADA,S&P/TSX,CAN
Alamos Gold Inc.,AGI.TO,CANADA,S&P/TSX,CAN
Alaris Royalty Corp.,AD.TO,CANADA,S&P/TSX,CAN
Algonquin Power & Utilities Corp.,AQN.TO,CANADA,S&P/TSX,CAN
AltaGas Ltd.,ALA.TO,CANADA,S&P/TSX,CAN
Altus Group Limited,AIF.TO,CANADA,S&P/TSX,CAN
Aphria Inc.,APHA.TO,CANADA,S&P/TSX,CAN
Aritzia Inc. Subordinate Voting Shares,ATZ.TO,CANADA,S&P/TSX,CAN
Aurora Cannabis Inc.,ACB.TO,CANADA,S&P/TSX,CAN
B2Gold Corp.,BTO.TO,CANADA,S&P/TSX,CAN
BCE Inc.,BCE.TO,CANADA,S&P/TSX,CAN
BRP Inc. Subordinate Voting Shares,DOO.TO,CANADA,S&P/TSX,CAN
Badger Daylighting Ltd.,BAD.TO,CANADA,S&P/TSX,CAN
Ballard Power Systems Inc.,BLDP.TO,CANADA,S&P/TSX,CAN
Bank of Montreal,BMO.TO,CANADA,S&P/TSX,CAN
Bank of Nova Scotia (The),BNS.TO,CANADA,S&P/TSX,CAN
Barrick Gold Corporation,ABX.TO,CANADA,S&P/TSX,CAN
Bausch Health Companies Inc.,BHC.TO,CANADA,S&P/TSX,CAN
Baytex Energy Corp.,BTE.TO,CANADA,S&P/TSX,CAN
BlackBerry Limited,BB.TO,CANADA,S&P/TSX,CAN
Boralex Inc. Class A Shares,BLX.TO,CANADA,S&P/TSX,CAN
Boyd Group Services Inc.,BYD.TO,CANADA,S&P/TSX,CAN
CAE Inc.,CAE.TO,CANADA,S&P/TSX,CAN
CI Financial Corp.,CIX.TO,CANADA,S&P/TSX,CAN
Cameco Corporation,CCO.TO,CANADA,S&P/TSX,CAN
Canada Goose Holdings Inc. Subordinate Voting Shares,GOOS.TO,CANADA,S&P/TSX,CAN
Canadian Imperial Bank Of Commerce,CM.TO,CANADA,S&P/TSX,CAN
Canadian National Railway Company,CNR.TO,CANADA,S&P/TSX,CAN
Canadian Natural Resources Limited,CNQ.TO,CANADA,S&P/TSX,CAN
Canadian Pacific Railway Limited,CP.TO,CANADA,S&P/TSX,CAN
Canadian Utilities Limited Class A Non-Voting Shares,CU.TO,CANADA,S&P/TSX,CAN
Canadian Western Bank,CWB.TO,CANADA,S&P/TSX,CAN
Canfor Corporation,CFP.TO,CANADA,S&P/TSX,CAN
Canopy Growth Corporation,WEED.TO,CANADA,S&P/TSX,CAN
Capital Power Corporation,CPX.TO,CANADA,S&P/TSX,CAN
Cargojet Inc. Common and Variable Voting Shares,CJT.TO,CANADA,S&P/TSX,CAN
Cascades Inc.,CAS.TO,CANADA,S&P/TSX,CAN
Celestica Inc. Subordinate Voting Shares,CLS.TO,CANADA,S&P/TSX,CAN
Cenovus Energy Inc.,CVE.TO,CANADA,S&P/TSX,CAN
Centerra Gold Inc.,CG.TO,CANADA,S&P/TSX,CAN
Chorus Aviation Inc. Voting and Variable Voting Shares,CHR.TO,CANADA,S&P/TSX,CAN
Cineplex Inc.,CGX.TO,CANADA,S&P/TSX,CAN
Cogeco Communications Inc. Subordinate Voting Shares,CCA.TO,CANADA,S&P/TSX,CAN
Colliers International Group Inc. Subordinate Voting Shares,CIGI.TO,CANADA,S&P/TSX,CAN
Constellation Software Inc.,CSU.TO,CANADA,S&P/TSX,CAN
Cott Corporation,BCB.TO,CANADA,S&P/TSX,CAN
Crescent Point Energy Corp.,CPG.TO,CANADA,S&P/TSX,CAN
Cronos Group Inc.,CRON.TO,CANADA,S&P/TSX,CAN
Descartes Systems Group Inc. (The),DSG.TO,CANADA,S&P/TSX,CAN
Detour Gold Corporation,DGC.TO,CANADA,S&P/TSX,CAN
Dollarama Inc.,DOL.TO,CANADA,S&P/TSX,CAN
ECN Capital Corp.,ECN.TO,CANADA,S&P/TSX,CAN
Eldorado Gold Corporation,ELD.TO,CANADA,S&P/TSX,CAN
Element Fleet Management Corp.,EFN.TO,CANADA,S&P/TSX,CAN
Emera Incorporated,EMA.TO,CANADA,S&P/TSX,CAN
Enbridge Inc.,ENB.TO,CANADA,S&P/TSX,CAN
Encana Corporation,ECA.TO,CANADA,S&P/TSX,CAN
Endeavour Mining Corporation Ordinary Shares,EDV.TO,CANADA,S&P/TSX,CAN
Enerflex Ltd.,EFX.TO,CANADA,S&P/TSX,CAN
Enerplus Corporation,ERF.TO,CANADA,S&P/TSX,CAN
Enghouse Systems Limited,ENGH.TO,CANADA,S&P/TSX,CAN
Equitable Group Inc.,EQB.TO,CANADA,S&P/TSX,CAN
Ero Copper Corp.,ERO.TO,CANADA,S&P/TSX,CAN
Exchange Income Corporation,EIF.TO,CANADA,S&P/TSX,CAN
Extendicare Inc.,EXE.TO,CANADA,S&P/TSX,CAN
Fairfax Financial Holdings Limited Subordinate Voting Shares,FFH.TO,CANADA,S&P/TSX,CAN
Finning International Inc.,FTT.TO,CANADA,S&P/TSX,CAN
First Majestic Silver Corp.,FR.TO,CANADA,S&P/TSX,CAN
First Quantum Minerals Ltd.,FM.TO,CANADA,S&P/TSX,CAN
FirstService Corporation,FSV.TO,CANADA,S&P/TSX,CAN
Fortis Inc.,FTS.TO,CANADA,S&P/TSX,CAN
Franco-Nevada Corporation,FNV.TO,CANADA,S&P/TSX,CAN
Freehold Royalties Ltd.,FRU.TO,CANADA,S&P/TSX,CAN
Frontera Energy Corporation,FEC.TO,CANADA,S&P/TSX,CAN
Genworth MI Canada Inc.,MIC.TO,CANADA,S&P/TSX,CAN
George Weston Limited,WN.TO,CANADA,S&P/TSX,CAN
Gibson Energy Inc.,GEI.TO,CANADA,S&P/TSX,CAN
Gildan Activewear Inc.,GIL.TO,CANADA,S&P/TSX,CAN
Great Canadian Gaming Corporation,GC.TO,CANADA,S&P/TSX,CAN
Great-West Lifeco Inc.,GWO.TO,CANADA,S&P/TSX,CAN
HEXO Corp.,HEXO.TO,CANADA,S&P/TSX,CAN
Home Capital Group Inc.,HCG.TO,CANADA,S&P/TSX,CAN
Hudbay Minerals Inc.,HBM.TO,CANADA,S&P/TSX,CAN
Hudson's Bay Company,HBC.TO,CANADA,S&P/TSX,CAN
Husky Energy Inc.,HSE.TO,CANADA,S&P/TSX,CAN
Hydro One Limited,H.TO,CANADA,S&P/TSX,CAN
IAMGOLD Corporation,IMG.TO,CANADA,S&P/TSX,CAN
IGM Financial Inc.,IGM.TO,CANADA,S&P/TSX,CAN
Imperial Oil Limited,IMO.TO,CANADA,S&P/TSX,CAN
Innergex Renewable Energy Inc.,INE.TO,CANADA,S&P/TSX,CAN
Intact Financial Corporation,IFC.TO,CANADA,S&P/TSX,CAN
Inter Pipeline Ltd.,IPL.TO,CANADA,S&P/TSX,CAN
Interfor Corporation,IFP.TO,CANADA,S&P/TSX,CAN
Intertape Polymer Group Inc.,ITP.TO,CANADA,S&P/TSX,CAN
Ivanhoe Mines Ltd.,IVN.TO,CANADA,S&P/TSX,CAN
Jamieson Wellness Inc.,JWEL.TO,CANADA,S&P/TSX,CAN
Keyera Corp.,KEY.TO,CANADA,S&P/TSX,CAN
Kinaxis Inc.,KXS.TO,CANADA,S&P/TSX,CAN
Kinross Gold Corporation,K.TO,CANADA,S&P/TSX,CAN
Kirkland Lake Gold Ltd.,KL.TO,CANADA,S&P/TSX,CAN
Knight Therapeutics Inc.,GUD.TO,CANADA,S&P/TSX,CAN
Labrador Iron Ore Royalty Corporation,LIF.TO,CANADA,S&P/TSX,CAN
Laurentian Bank of Canada,LB.TO,CANADA,S&P/TSX,CAN
Lightspeed POS Inc. Subordinate Voting Shares,LSPD.TO,CANADA,S&P/TSX,CAN
Linamar Corporation,LNR.TO,CANADA,S&P/TSX,CAN
Loblaw Companies Limited,L.TO,CANADA,S&P/TSX,CAN
Lundin Mining Corporation,LUN.TO,CANADA,S&P/TSX,CAN
MAG Silver Corp.,MAG.TO,CANADA,S&P/TSX,CAN
MEG Energy Corp.,MEG.TO,CANADA,S&P/TSX,CAN
MTY Food Group Inc.,MTY.TO,CANADA,S&P/TSX,CAN
Magna International Inc.,MG.TO,CANADA,S&P/TSX,CAN
Manulife Financial Corporation,MFC.TO,CANADA,S&P/TSX,CAN
Maple Leaf Foods Inc.,MFI.TO,CANADA,S&P/TSX,CAN
Martinrea International Inc.,MRE.TO,CANADA,S&P/TSX,CAN
Methanex Corporation,MX.TO,CANADA,S&P/TSX,CAN
Metro Inc.,MRU.TO,CANADA,S&P/TSX,CAN
Morneau Shepell Inc.,MSI.TO,CANADA,S&P/TSX,CAN
Mullen Group Ltd.,MTL.TO,CANADA,S&P/TSX,CAN
NFI Group Inc.,NFI.TO,CANADA,S&P/TSX,CAN
National Bank of Canada,NA.TO,CANADA,S&P/TSX,CAN
Norbord Inc.,OSB.TO,CANADA,S&P/TSX,CAN
Northland Power Inc.,NPI.TO,CANADA,S&P/TSX,CAN
NovaGold Resources Inc.,NG.TO,CANADA,S&P/TSX,CAN
Nutrien Ltd.,NTR.TO,CANADA,S&P/TSX,CAN
ONEX Corporation Subordinate Voting Shares,ONEX.TO,CANADA,S&P/TSX,CAN
